BXOWP5T79ZEE,752,25.12,38.310001373291016,TPDPNKYI
NF9HY9Z23X2X,4961,422.35,745.030029296875,HWPQDXDV
H1OU8346NVA9,54,2.38,2.7899999618530273,TPDPNKYI
ME0DS0FD3W07,6385,404.76,663.4000244140625,XDHMUWBY
RYMVLGFL6V3R,3645,410.14,666.0700073242188,IWFWEGMW
GW4ZL9FTCHYJ,1261,124.99,202.36000061035156,BUSRIFIK
QKBVO8WUVT1M,1629,121.7,144.6999969482422,BUSRIFIK
UX3R5PW72W2N,1979,129.99,202.52000427246094,TATYTRUX
JTRAMUZM5EQR,2355,129.16,233.38999938964844,LLYNIFGP
8R3R4TK1GQP7,3143,392.76,617.030029296875,LOUEWGQU
RJI0JFRDT2I5,4283,429.2,585.4299926757812,GWCRWNND
FO0I4EQSSEQK,6348,478.4,785.0499877929688,IXWQZJJQ
YHHAD74N8WLG,6379,383.54,540.02001953125,TATYTRUX
I1SOJ29136DH,542,34.25,64.12000274658203,LOUEWGQU
XB37HXHZS1YU,1728,101.97,114.20999908447266,ZJPGZTLM
TO5C467GKV1X,1982,135.08,251.64999389648438,QWGCKSEE
YRDCD1001HCZ,4775,377.0,501.7900085449219,JSTUHPFO
TV1KCLRDXUH1,479,42.9,69.87999725341797,CSIUUMRG
W6PK9JE9XXHN,3380,391.44,490.4700012207031,ZLTFWIEM
IF2EIKNEBZIO,4041,420.99,709.3699951171875,MYRCTODR
2KIVIK0JANLY,1375,128.32,183.75,DYCUYQFX
KE8SWM8LGO41,3745,364.07,626.5599975585938,JDZBSSBD
